campaign_id,campaign_name,campaign_type,start_date,end_date,target_segment,budget,impressions,clicks,conversions,conversion_rate,roi,campaign_duration_days,ctr,click_to_conversion_rate,cost_per_conversion
0d120125-26cc-4023-9a54-bebbc0159b76,Black Friday Sale 2022,Online Display Ads,2020-09-29,2020-11-13,Southern States,14528.9,740965.0,1189.0,53.0,4.46,-61.31,45,0.1604664187917108,4.457527333894029,274.1301886792453
152bbef1-7ced-46ec-b252-fb396a78261e,Limited Time Promotion 2023,Influencer Marketing,2020-11-12,2020-11-26,Technology Enthusiasts,42749.22,2762249.0,27008.0,634.0,2.35,558.13,14,0.9777539968337394,2.347452606635071,67.42779179810725
eedd0753-1436-4e7f-8f5f-4a237aa3204a,Back to School Sale 2024,Print Advertisement,2022-03-05,2022-06-03,Seniors (60+),58955.33,3845868.0,25984.0,1235.0,4.75,501.18,90,0.6756342131347202,4.752924876847291,47.737109311740895
09e1626c-5b59-4fa7-b5e2-a1d1446c9fd9,Weekend Blowout 2020,Email Marketing,2022-03-12,2022-06-10,Technology Enthusiasts,9414.34,707728.0,17802.0,1357.0,7.62,2002.81,90,2.5153731377026203,7.622739018087856,6.9376123802505525
3de639fc-f687-440f-bccf-d3700a3d38b8,Limited Time Special 2021,Print Advertisement,2021-08-12,2021-11-10,Loyal Customers,75307.55,6930900.0,51264.0,1873.0,3.65,1037.3,90,0.7396442020516816,3.6536360799001253,40.206914041644424
88edf40b-4452-4d1c-acb8-0bb247a3631c,Exclusive Sale 2023,In-Store Promotion,2020-07-31,2020-08-14,Young Adults (18-25),12049.0,1091120.0,6257.0,2140.0,34.2,4078.62,14,0.5734474668230809,34.20169410260508,5.630373831775701
d6d54343-657a-49d9-8fed-df41758e98b0,Flash Collection 2022,Print Advertisement,2020-12-21,2021-03-21,Home Improvement,50163.7,513631.0,4793.0,164.0,3.42,-23.24,90,0.9331601869824836,3.421656582516169,305.8762195121951
81fdabf4-8594-4411-8633-971f52d1d657,Clearance Promotion 2020,Influencer Marketing,2024-09-08,2024-11-07,Technology Enthusiasts,25784.93,835973.0,2791.0,50.0,1.79,-47.46,60,0.3338624572803189,1.791472590469366,515.6986
7e3abf5e-aec1-4541-a86b-63f4092f21d7,Flash Discount 2021,Social Media,2023-11-02,2024-01-31,New Customers,14225.53,969605.0,12146.0,163.0,1.34,97.36,90,1.25267505840007,1.3420055985509634,87.27319018404908
3f2d1ecb-0c9c-442e-bde3-5b31e9ddadf0,Anniversary Deals 2024,Print Advertisement,2023-06-28,2023-08-12,Adults (26-40),51057.91,2959908.0,15916.0,592.0,3.72,168.93,45,0.5377194156034579,3.719527519477256,86.2464695945946
b2c86f77-4ead-42e6-a0f5-67ce532e505c,New Year Special 2022,Email Marketing,2020-03-30,2020-05-14,East Coast,15819.2,75897.0,1291.0,94.0,7.28,11.39,45,1.7009894989261765,7.2811773818745165,168.28936170212768
c3820062-46e6-4ab8-9371-94a32ec0afb5,Unknown,Print Advertisement,2024-12-19,2025-02-26,Seniors (60+),78226.78,3602687.0,0.0,341.0,2.47,39.82,69,0.0,0.0,229.40404692082112
2cd2db16-9a66-435c-bace-051ecb3d52e3,Black Friday Collection 2022,SMS Marketing,2024-09-12,2024-10-12,Home Improvement,14017.74,824963.0,3551.0,0.0,2.0,25.27,30,0.43044354716514566,0.0,0.0
47e32b9e-062b-4b55-923d-77f542a493e0,Spring Event 2021,Search Engine Marketing,2020-12-08,2021-01-07,New Customers,10185.73,0.0,2617.0,0.0,7.18,689.32,30,0.0,0.0,0.0
c4f080ae-819d-4fee-8a5c-1e541fa45f9f,Clearance Collection 2023,SMS Marketing,2021-06-21,2021-08-05,All Customers,16373.45,773843.0,2760.0,114.0,4.13,174.58,45,0.3566614933520107,4.130434782608695,143.62675438596492
39f72fbb-1bcf-42d1-afcd-9a9641ef9d45,Summer Discount 2020,Social Media,2022-03-01,2022-04-15,In-Store Shoppers,23954.04,1700885.0,17597.0,849.0,4.82,951.6,45,1.0345790573730733,4.824686026027164,28.214416961130745
8254eddc-5377-4bb5-a9d7-322d57e766cb,Black Friday Blowout 2022,TV Advertisement,2021-12-09,2022-02-07,Seniors (60+),132021.22,3191296.0,0.0,209.0,2.06,-73.61,60,0.0,0.0,631.6804784688995
448c84c0-741b-4756-8f8f-9cc3a66770de,Limited Time Extravaganza 2023,Online Display Ads,2023-02-11,2023-03-28,Kitchen Enthusiasts,21433.07,1919959.0,4824.0,169.0,3.5,223.22,45,0.25125536534894755,3.5033167495854065,126.82289940828402
92c83fcb-6640-47d2-a8a3-f0496eee1af2,Winter Discount 2021,Social Media,2021-09-15,2021-09-29,West Coast,16715.74,1664971.0,12457.0,207.0,1.66,123.13,14,0.7481811995524246,1.6617163040860559,80.75236714975846
35f1e163-cb32-4823-af4f-f6ba6b9de5fa,VIP Promotion 2021,Radio Advertisement,2022-10-03,2022-10-17,Home Improvement,79410.65,4771563.0,17955.0,542.0,3.02,35.3,14,0.37629179369527344,3.018657755499861,146.5141143911439
d911890f-d922-4289-8b5b-5b20dfcf51c3,Black Friday Collection 2023,SMS Marketing,2021-04-24,2021-05-24,Adults (26-40),21853.11,1880866.0,0.0,102.0,3.43,-46.47,30,0.0,0.0,214.24617647058824
0c6ea344-b50d-42e3-bf81-f6927c362e92,Holiday Blowout 2022,SMS Marketing,2023-02-10,2023-05-11,Technology Enthusiasts,25750.57,1440342.0,9768.0,114.0,1.17,94.71,90,0.6781722674198212,1.167076167076167,225.88219298245613
e00fd548-a5a8-40f9-8c52-72c4b34284d4,Black Friday Deals 2020,TV Advertisement,2022-12-23,2022-12-30,Online Shoppers,131257.78,3033564.0,24788.0,529.0,2.13,14.14,7,0.8171246757938847,2.1340971437792478,248.12434782608696
726dc70e-4af5-4c70-8e56-e68c98f556a1,Black Friday Sale 2022,Radio Advertisement,2021-03-07,2021-03-21,High-Value Customers,32420.18,4841153.0,10317.0,161.0,1.56,9.16,14,0.2131103891986062,1.5605311621595424,201.36757763975154
3f7fd90c-03ef-4953-91bd-e72397a9eeb2,Weekend Discount 2023,TV Advertisement,2023-02-09,2023-03-26,Online Shoppers,108005.69,8621500.0,48860.0,1626.0,3.33,594.46,45,0.566722728063562,3.327875562832583,66.42416359163592
06661374-6b39-443b-b85b-befa20264531,Black Friday Discount 2021,Social Media,2023-12-06,2024-01-20,In-Store Shoppers,35630.2,2515837.0,20529.0,613.0,2.99,167.19,45,0.8159908610931471,2.9860197769009695,58.12430668841761
204ad49f-41a3-4a2b-95d2-60f23f44c6ba,Flash Sale 2021,In-Store Promotion,2024-12-24,2025-01-07,Online Shoppers,6268.59,166072.0,0.0,210.0,22.11,804.47,14,0.0,0.0,29.850428571428573
5dee1c99-b9d9-47ba-b132-1527ce542bf2,Exclusive Blowout 2024,Search Engine Marketing,2023-08-01,2023-08-31,Kitchen Enthusiasts,16876.37,188228.0,6879.0,441.0,6.41,654.56,30,3.6546103661516884,6.4108155255124295,38.268412698412696
22fc0845-70cc-4dda-ad0f-1e04db99730c,Weekend Bonanza 2022,Influencer Marketing,2021-05-14,2021-05-28,Home Improvement,46985.84,1385372.0,10899.0,329.0,3.02,223.56,14,0.7867201011713821,3.0186255619781632,142.81410334346504
0f9f8235-b50c-4127-937c-5a1a45fd9f71,Fall Sale 2021,Search Engine Marketing,2021-07-31,2021-09-14,Home Improvement,12684.09,748505.0,0.0,2974.0,6.92,9810.99,45,0.0,0.0,4.264993275050437
adc7ef32-479d-49e2-95cf-258dcb6193b7,Weekend Extravaganza 2023,Radio Advertisement,2021-03-31,2021-04-07,Seniors (60+),59618.56,762891.0,1124.0,45.0,4.0,-69.02,7,0.14733428497649073,4.0035587188612105,1324.8568888888888
